service_code,rate_zone_code,from_weight_grams,to_weight_grams,price_minor,additional_step_grams,additional_price_minor,source_sheet,source_cell
DEMO_EXPRESS,22,28001,29001,8899380,,,Domestic Standard,K65
DEMO_EXPRESS,21,28001,29001,9243270,,,Domestic Standard,L65
DEMO_EXPRESS,20,28001,29001,16434270,,,Domestic Standard,M65
DEMO_EXPRESS,23,29001,30001,8876200,,,Domestic Standard,J66
DEMO_EXPRESS,22,29001,30001,9169920,,,Domestic Standard,K66
DEMO_EXPRESS,21,29001,30001,9510120,,,Domestic Standard,L66
DEMO_EXPRESS,20,29001,30001,16936920,,,Domestic Standard,M66
DEMO_EXPRESS,23,30001,31001,9161000,,,Domestic Standard,J67
DEMO_EXPRESS,22,30001,31001,9439380,,,Domestic Standard,K67
DEMO_EXPRESS,21,30001,31001,9776790,,,Domestic Standard,L67
DEMO_EXPRESS,20,30001,31001,17438760,,,Domestic Standard,M67
DEMO_EXPRESS,23,31001,32001,9444800,,,Domestic Standard,J68
DEMO_EXPRESS,22,31001,32001,9710550,,,Domestic Standard,K68
DEMO_EXPRESS,21,31001,32001,10042740,,,Domestic Standard,L68
DEMO_EXPRESS,20,31001,32001,17940420,,,Domestic Standard,M68
DEMO_EXPRESS,23,32001,33001,9727500,,,Domestic Standard,J69
DEMO_EXPRESS,22,32001,33001,9980550,,,Domestic Standard,K69
DEMO_EXPRESS,21,32001,33001,10310940,,,Domestic Standard,L69
DEMO_EXPRESS,20,32001,33001,18442170,,,Domestic Standard,M69
DEMO_EXPRESS,23,33001,34001,10012700,,,Domestic Standard,J70
DEMO_EXPRESS,22,33001,34001,10251090,,,Domestic Standard,K70
DEMO_EXPRESS,21,33001,34001,10576440,,,Domestic Standard,L70
DEMO_EXPRESS,20,33001,34001,18943560,,,Domestic Standard,M70
DEMO_EXPRESS,23,34001,35001,10296400,,,Domestic Standard,J71
DEMO_EXPRESS,22,34001,35001,10520730,,,Domestic Standard,K71
DEMO_EXPRESS,21,34001,35001,10842570,,,Domestic Standard,L71
DEMO_EXPRESS,20,34001,35001,19445940,,,Domestic Standard,M71
DEMO_EXPRESS,23,35001,40001,11714300,,,Domestic Standard,J72
DEMO_EXPRESS,22,35001,40001,11872080,,,Domestic Standard,K72
DEMO_EXPRESS,21,35001,40001,12174390,,,Domestic Standard,L72
DEMO_EXPRESS,20,35001,40001,21955590,,,Domestic Standard,M72
DEMO_EXPRESS,23,40001,45001,13131600,,,Domestic Standard,J73
DEMO_EXPRESS,22,40001,45001,13221810,,,Domestic Standard,K73
DEMO_EXPRESS,21,40001,45001,13504860,,,Domestic Standard,L73
DEMO_EXPRESS,20,40001,45001,24465690,,,Domestic Standard,M73
DEMO_EXPRESS,23,45001,50001,14549400,,,Domestic Standard,J74
DEMO_EXPRESS,22,45001,50001,14571180,,,Domestic Standard,K74
DEMO_EXPRESS,21,45001,50001,14836950,,,Domestic Standard,L74
DEMO_EXPRESS,20,45001,50001,26974800,,,Domestic Standard,M74
DEMO_EXPRESS,23,50001,55001,15968200,,,Domestic Standard,J75
DEMO_EXPRESS,22,50001,55001,15922170,,,Domestic Standard,K75
DEMO_EXPRESS,21,50001,55001,16166970,,,Domestic Standard,L75
DEMO_EXPRESS,20,50001,55001,29484450,,,Domestic Standard,M75
DEMO_EXPRESS,23,55001,60001,17385800,,,Domestic Standard,J76
DEMO_EXPRESS,22,55001,60001,17272350,,,Domestic Standard,K76
DEMO_EXPRESS,21,55001,60001,17497530,,,Domestic Standard,L76
DEMO_EXPRESS,20,55001,60001,31993650,,,Domestic Standard,M76
DEMO_EXPRESS,23,60001,65001,18803100,,,Domestic Standard,J77
DEMO_EXPRESS,22,60001,65001,18622080,,,Domestic Standard,K77
DEMO_EXPRESS,21,60001,65001,18830070,,,Domestic Standard,L77
DEMO_EXPRESS,20,60001,65001,34503660,,,Domestic Standard,M77
DEMO_EXPRESS,23,65001,70001,20219900,,,Domestic Standard,J78
DEMO_EXPRESS,22,65001,70001,19973520,,,Domestic Standard,K78
DEMO_EXPRESS,21,65001,70001,20160270,,,Domestic Standard,L78
DEMO_EXPRESS,20,65001,70001,37012770,,,Domestic Standard,M78
DEMO_EXPRESS,23,70001,,20219900,1000,288800,Domestic Standard,J81/J80
DEMO_EXPRESS,22,70001,,22192800,1000,285300,Domestic Standard,K81/K80
DEMO_EXPRESS,21,70001,,22400300,1000,288000,Domestic Standard,L81/L80
DEMO_EXPRESS,20,70001,,41125300,1000,528750,Domestic Standard,M81/M80
