source_row_id,state_code,city_name,normalized_city_name,centre_area,rate_zone_code,surcharge_code,surcharge_type,surcharge_amount_minor
1292,AN,OGBOJI,OGBOJI,ONITSHA,21,629,R,700000
1293,AN,OGBUNKA,OGBUNKA,ONITSHA,21,629,R,700000
1192,AN,OGWASHI UKU,OGWASHIUKU,ONITSHA,21,524,E,500000
1294,AN,OGWUANIOCHA,OGWUANIOCHA,ONITSHA,21,629,R,700000
1193,AN,OGWUGWU OBA,OGWUGWUOBA,ONITSHA,21,524,E,500000
1295,AN,OGWUIKPELE,OGWUIKPELE,ONITSHA,21,629,R,700000
1194,AN,OJOTO,OJOTO,ONITSHA,21,524,E,500000
1195,AN,OJOTO-UNO,OJOTOUNO,ONITSHA,21,524,E,500000
1196,AN,OKIJA,OKIJA,ONITSHA,21,524,E,500000
1296,AN,OKO EBENESE,OKOEBENESE,ONITSHA,21,629,R,700000
1297,AN,OKOFIA,OKOFIA,ONITSHA,21,629,R,700000
1197,AN,OKOH,OKOH,ONITSHA,21,524,E,500000
1359,AN,Okoli,OKOLI,ONTISHA,21,524,E,500000
1298,AN,OLUMBANASAA,OLUMBANASAA,ONITSHA,21,629,R,700000
1299,AN,OMOGHOR,OMOGHOR,ONITSHA,21,629,R,700000
1300,AN,OMOR,OMOR,ONITSHA,21,629,R,700000
1360,AN,ONICHA OLONA,ONICHAOLONA,ONTISHA,21,524,E,500000
1301,AN,ONIOCHA - OLONA,ONIOCHAOLONA,ONITSHA,21,629,R,700000
1198,AN,ORAIFITE,ORAIFITE,ONITSHA,21,524,E,500000
1199,AN,ORAUKU,ORAUKU,ONITSHA,21,524,E,500000
1200,AN,ORAUKWU,ORAUKWU,ONITSHA,21,524,E,500000
1302,AN,ORERI,ORERI,ONITSHA,21,629,R,700000
1303,AN,OROMA - ETITI,OROMAETITI,ONITSHA,21,629,R,700000
1304,AN,OROMA-ETITI- ANAM,OROMAETITIANAM,ONITSHA,21,629,R,700000
1305,AN,ORSU,ORSU,ONITSHA,21,629,R,700000
1306,AN,OSUMENYI,OSUMENYI,ONITSHA,21,629,R,700000
1201,AN,OTUOCHA,OTUOCHA,ONITSHA,21,524,E,500000
1307,AN,OWERRIZULEA,OWERRIZULEA,ONITSHA,21,629,R,700000
1202,AN,OZUBULU,OZUBULU,ONITSHA,21,524,E,500000
1308,AN,UBULU UKU,UBULUUKU,ONITSHA,21,629,R,700000
1309,AN,UDEABOR,UDEABOR,ONITSHA,21,629,R,700000
1310,AN,UFUMA,UFUMA,ONITSHA,21,629,R,700000
1311,AN,UGA,UGA,ONITSHA,21,629,R,700000
1203,AN,UGAMUMA IDENI,UGAMUMAIDENI,ONITSHA,21,524,E,500000
1312,AN,UGWUOBA,UGWUOBA,ONITSHA,21,629,R,700000
1204,AN,UKE,UKE,ONITSHA,21,524,E,500000
1313,AN,UKPOR,UKPOR,ONITSHA,21,629,R,700000
1314,AN,UKWO -EZINIFITE,UKWOEZINIFITE,ONITSHA,21,629,R,700000
1205,AN,UKWULU,UKWULU,ONITSHA,21,524,E,500000
1315,AN,ULI,ULI,ONITSHA,21,629,R,700000
1316,AN,UMUASE,UMUASE,ONITSHA,21,629,R,700000
1317,AN,UMUAWULU,UMUAWULU,ONITSHA,21,629,R,700000
1318,AN,UMUCHIANA,UMUCHIANA,ONITSHA,21,629,R,700000
1206,AN,UMUCHU,UMUCHU,ONITSHA,21,524,E,500000
1319,AN,UMUDALA,UMUDALA,ONITSHA,21,629,R,700000
1207,AN,UMUDIOKA,UMUDIOKA,ONITSHA,21,524,E,500000
1208,AN,UMUDONU,UMUDONU,ONITSHA,21,524,E,500000
1320,AN,UMUEJI UFUMA,UMUEJIUFUMA,ONITSHA,21,629,R,700000
1321,AN,UMUEKPU,UMUEKPU,ONITSHA,21,629,R,700000
1322,AN,UMUEZE ANAM,UMUEZEANAM,ONITSHA,21,629,R,700000
1323,AN,UMULERI,UMULERI,ONITSHA,21,629,R,700000
1324,AN,UMUMEBOGWU,UMUMEBOGWU,ONITSHA,21,629,R,700000
1325,AN,UMUMEGBU,UMUMEGBU,ONITSHA,21,629,R,700000
1326,AN,UMUMEJIAKU,UMUMEJIAKU,ONITSHA,21,629,R,700000
1209,AN,UMUNACHI,UMUNACHI,ONITSHA,21,524,E,500000
1327,AN,UMUNACHI-UKPOR,UMUNACHIUKPOR,ONITSHA,21,629,R,700000
1328,AN,UMUNANKWO,UMUNANKWO,ONITSHA,21,629,R,700000
1210,AN,UMUNEDE,UMUNEDE,ONITSHA,21,524,E,500000
1329,AN,UMUNIYA,UMUNIYA,ONITSHA,21,629,R,700000
1330,AN,UMUNKE-UKPO,UMUNKEUKPO,ONITSHA,21,629,R,700000
1331,AN,UMUNOWU,UMUNOWU,ONITSHA,21,629,R,700000
1211,AN,UMUNYA,UMUNYA,ONITSHA,21,524,E,500000
1332,AN,UMUNZE,UMUNZE,ONITSHA,21,629,R,700000
1333,AN,UMUOBA-ANAM,UMUOBAANAM,ONITSHA,21,629,R,700000
1334,AN,UMUOBANAM,UMUOBANAM,ONITSHA,21,629,R,700000
1335,AN,UMUOGBU,UMUOGBU,ONITSHA,21,629,R,700000
1336,AN,UMUOGEM,UMUOGEM,ONITSHA,21,629,R,700000
1337,AN,UMUOHI-OKIJA,UMUOHIOKIJA,ONITSHA,21,629,R,700000
1212,AN,UMUOJI,UMUOJI,ONITSHA,21,524,E,500000
1338,AN,UMUOMAKU,UMUOMAKU,ONITSHA,21,629,R,700000
1213,AN,UMUONYENUORA,UMUONYENUORA,ONITSHA,21,524,E,500000
1339,AN,UMUONYIBA,UMUONYIBA,ONITSHA,21,629,R,700000
1214,AN,UMUOTA,UMUOTA,ONITSHA,21,524,E,500000
1340,AN,UMURELI,UMURELI,ONITSHA,21,629,R,700000
1341,AN,UNUBI,UNUBI,ONITSHA,21,629,R,700000
1215,AN,URUDEKE,URUDEKE,ONITSHA,21,524,E,500000
1342,AN,URUEKWO,URUEKWO,ONITSHA,21,629,R,700000
1343,AN,URUMEBO,URUMEBO,ONITSHA,21,629,R,700000
1344,AN,URUOKPALAEKE,URUOKPALAEKE,ONITSHA,21,629,R,700000
1345,AN,UTUH,UTUH,ONITSHA,21,629,R,700000
1346,AN,UZOLI,UZOLI,ONITSHA,21,629,R,700000
459,BA,ALKALERI,ALKALERI,BAUCHI,20,629,R,700000
460,BA,AZARE,AZARE,BAUCHI,20,629,R,700000
461,BA,BOGORO,BOGORO,BAUCHI,20,629,R,700000
462,BA,DAMBAM,DAMBAM,BAUCHI,20,629,R,700000
454,BA,DARAZO,DARAZO,BAUCHI,20,524,E,500000
455,BA,DASS,DASS,BAUCHI,20,524,E,500000
463,BA,GAJUWA,GAJUWA,BAUCHI,20,629,R,700000
464,BA,GAMAWA,GAMAWA,BAUCHI,20,629,R,700000
465,BA,GIADE,GIADE,BAUCHI,20,629,R,700000
466,BA,ITAS,ITAS,BAUCHI,20,629,R,700000
468,BA,KAFIN MADAKI,KAFINMADAKI,BAUCHI,20,629,R,700000
469,BA,KARI,KARI,BAUCHI,20,629,R,700000
470,BA,KATAGUM,KATAGUM,BAUCHI,20,629,R,700000
471,BA,KIRFI,KIRFI,BAUCHI,20,629,R,700000
472,BA,LIMAN KATAGUM,LIMANKATAGUM,BAUCHI,20,629,R,700000
473,BA,MISAU,MISAU,BAUCHI,20,629,R,700000
474,BA,NABORDO,NABORDO,BAUCHI,20,629,R,700000
475,BA,NINGI,NINGI,BAUCHI,20,629,R,700000
476,BA,SHIRA,SHIRA,BAUCHI,20,629,R,700000
457,BA,TAFAWA BALEWA,TAFAWABALEWA,BAUCHI,20,524,E,500000
477,BA,YANA,YANA,BAUCHI,20,629,R,700000
478,BA,YANKARI GAME RESERVE,YANKARIGAMERESERVE,BAUCHI,20,629,R,700000
1051,BE,ABEDE-SHITTILE,ABEDESHITTILE,MAKURDI,20,629,R,700000
1043,BE,ABINSI,ABINSI,MAKURDI,20,524,E,500000
1052,BE,ADI,ADI,MAKURDI,20,629,R,700000
1053,BE,ADIKPO,ADIKPO,MAKURDI,20,629,R,700000
1054,BE,ADO,ADO,MAKURDI,20,629,R,700000
1055,BE,ADOKA,ADOKA,MAKURDI,20,629,R,700000
1056,BE,AGASHA,AGASHA,MAKURDI,20,629,R,700000
1057,BE,AGATU,AGATU,MAKURDI,20,629,R,700000
1058,BE,AGILA,AGILA,MAKURDI,20,629,R,700000
1059,BE,AILFAM,AILFAM,MAKURDI,20,629,R,700000
1060,BE,AJIO,AJIO,MAKURDI,20,629,R,700000
1061,BE,ALIADE,ALIADE,MAKURDI,20,629,R,700000
1062,BE,AMUA,AMUA,MAKURDI,20,629,R,700000
1063,BE,ANVAMBE,ANVAMBE,MAKURDI,20,629,R,700000
1064,BE,ANYIIN,ANYIIN,MAKURDI,20,629,R,700000
1065,BE,APA,APA,MAKURDI,20,629,R,700000
1044,BE,APIR,APIR,MAKURDI,20,524,E,500000
1066,BE,BARAKUR,BARAKUR,MAKURDI,20,629,R,700000
1067,BE,BURUKU,BURUKU,MAKURDI,20,629,R,700000
1045,BE,DAUDU,DAUDU,MAKURDI,20,524,E,500000
1068,BE,EPEILO-OTUKPA,EPEILOOTUKPA,MAKURDI,20,629,R,700000
1046,BE,FED HOUSING AUTHORITY,FEDHOUSINGAUTHORITY,MAKURDI,20,524,E,500000
1069,BE,F.G.G.C.,FGGC,MAKURDI,20,629,R,700000
1047,BE,GBAJIMBA,GBAJIMBA,MAKURDI,20,524,E,500000
1070,BE,GBANYI -YANDEV,GBANYIYANDEV,MAKURDI,20,629,R,700000
1071,BE,GBOKO,GBOKO,MAKURDI,20,629,R,700000
1040,BE,GBOKO AND YANDEV,GBOKOANDYANDEV,Makurdi,20,524,E,500000
1072,BE,HARGA,HARGA,MAKURDI,20,629,R,700000
1073,BE,IGEDDE IDOMA,IGEDDEIDOMA,MAKURDI,20,629,R,700000
1074,BE,IGUMALE,IGUMALE,MAKURDI,20,629,R,700000
1075,BE,IGUMALI,IGUMALI,MAKURDI,20,629,R,700000
1076,BE,IHUGH,IHUGH,MAKURDI,20,629,R,700000
1077,BE,IKYURAV YA,IKYURAVYA,MAKURDI,20,629,R,700000
1078,BE,IPEDE-EDUMOGA,IPEDEEDUMOGA,MAKURDI,20,629,R,700000
1079,BE,IPIGWEBE-ADOKA,IPIGWEBEADOKA,MAKURDI,20,629,R,700000
1080,BE,ISE-AGBERAGBA,ISEAGBERAGBA,MAKURDI,20,629,R,700000
1081,BE,ITO,ITO,MAKURDI,20,629,R,700000
1082,BE,ITOGO EKINGO,ITOGOEKINGO,MAKURDI,20,629,R,700000
1083,BE,JATO -AKA,JATOAKA,MAKURDI,20,629,R,700000
1041,BE,KATSINA ALA,KATSINAALA,Makurdi,20,629,R,700000
1085,BE,KORINYA CITY,KORINYACITY,MAKURDI,20,629,R,700000
1086,BE,KOTI SHANGEV-YA,KOTISHANGEVYA,MAKURDI,20,629,R,700000
1087,BE,KOTI-YOUGH,KOTIYOUGH,MAKURDI,20,629,R,700000
1088,BE,LESSEL,LESSEL,MAKURDI,20,629,R,700000
1089,BE,MBAAKON,MBAAKON,MAKURDI,20,629,R,700000
1090,BE,MBAYONGO,MBAYONGO,MAKURDI,20,629,R,700000
1091,BE,MIKAR,MIKAR,MAKURDI,20,629,R,700000
1092,BE,MKAR,MKAR,MAKURDI,20,629,R,700000
1093,BE,NAKA,NAKA,MAKURDI,20,629,R,700000
1094,BE,OJU,OJU,MAKURDI,20,629,R,700000
1095,BE,OKPOGA,OKPOGA,MAKURDI,20,629,R,700000
1096,BE,ONYEGEDE,ONYEGEDE,MAKURDI,20,629,R,700000
1097,BE,OROKAM,OROKAM,MAKURDI,20,629,R,700000
1098,BE,OTADA,OTADA,MAKURDI,20,629,R,700000
1099,BE,OTOBI,OTOBI,MAKURDI,20,629,R,700000
1100,BE,OTUKPA,OTUKPA,MAKURDI,20,629,R,700000
1048,BE,OTUKPO,OTUKPO,MAKURDI,20,524,E,500000
1101,BE,PALSIHUGH,PALSIHUGH,MAKURDI,20,629,R,700000
1102,BE,SAI,SAI,MAKURDI,20,629,R,700000
1103,BE,SANKERA,SANKERA,MAKURDI,20,629,R,700000
1104,BE,TSAR-MADUKU,TSARMADUKU,MAKURDI,20,629,R,700000
1105,BE,UGBA(LOGO),UGBALOGO,MAKURDI,20,629,R,700000
1049,BE,UGBOKOLO,UGBOKOLO,MAKURDI,20,524,E,500000
1050,BE,UNICORD,UNICORD,MAKURDI,20,524,E,500000
1106,BE,USHONGO,USHONGO,MAKURDI,20,629,R,700000
1107,BE,UTONKON,UTONKON,MAKURDI,20,629,R,700000
1108,BE,VANDEIKYA,VANDEIKYA,MAKURDI,20,629,R,700000
1109,BE,WANNUNE,WANNUNE,MAKURDI,20,629,R,700000
1110,BE,ZAKI - BAIM,ZAKIBAIM,MAKURDI,20,629,R,700000
1042,BE,ZAKI BIAM,ZAKIBIAM,Makurdi,20,629,R,700000
1017,BO,ASKIRA UBA,ASKIRAUBA,MAIDUGURI,21,629,R,700000
1018,BO,BADE GASHUA,BADEGASHUA,MAIDUGURI,21,629,R,700000
1019,BO,BAGA,BAGA,MAIDUGURI,21,629,R,700000
1020,BO,BAMA,BAMA,MAIDUGURI,21,629,R,700000
1021,BO,BIU,BIU,MAIDUGURI,21,629,R,700000
1022,BO,CHIBOK,CHIBOK,MAIDUGURI,21,629,R,700000
1023,BO,DAMBOA,DAMBOA,MAIDUGURI,21,629,R,700000
1024,BO,DIKWA,DIKWA,MAIDUGURI,21,629,R,700000
1025,BO,GAMBORU-NGALA,GAMBORUNGALA,MAIDUGURI,21,629,R,700000
1026,BO,GUBIO,GUBIO,MAIDUGURI,21,629,R,700000
1027,BO,GWOZAONA,GWOZAONA,MAIDUGURI,21,629,R,700000
1028,BO,HAWUL,HAWUL,MAIDUGURI,21,629,R,700000
1029,BO,JERE,JERE,MAIDUGURI,21,629,R,700000
1030,BO,KUKAWA,KUKAWA,MAIDUGURI,21,629,R,700000
1031,BO,KWAYA KURSA,KWAYAKURSA,MAIDUGURI,21,629,R,700000
1033,BO,LASSA,LASSA,MAIDUGURI,21,629,R,700000
1034,BO,MAFA,MAFA,MAIDUGURI,21,629,R,700000
1035,BO,MALLAM FATORI,MALLAMFATORI,MAIDUGURI,21,629,R,700000
1036,BO,MARTE,MARTE,MAIDUGURI,21,629,R,700000
1037,BO,MOBBAR,MOBBAR,MAIDUGURI,21,629,R,700000
1038,BO,MONGUNO,MONGUNO,MAIDUGURI,21,629,R,700000
1039,BO,SHANI,SHANI,MAIDUGURI,21,629,R,700000
1,CR,ABABENE,ABABENE,CALABAR,21,524,E,500000
99,CR,ABANGORK,ABANGORK,CALABAR,21,524,E,500000
100,CR,ABANKANG,ABANKANG,CALABAR,21,524,E,500000
101,CR,ABANWAN EREI,ABANWANEREI,CALABAR,21,524,E,500000
129,CR,ABAOMEGE,ABAOMEGE,CALABAR,21,629,R,700000
2,CR,ABIJANG,ABIJANG,CALABAR,21,524,E,500000
102,CR,ABINI,ABINI,CALABAR,21,524,E,500000
3,CR,ABO EBAM,ABOEBAM,CALABAR,21,524,E,500000
4,CR,ABUOCHICHE,ABUOCHICHE,CALABAR,21,524,E,500000
130,CR,ADADAMA,ADADAMA,CALABAR,21,629,R,700000
131,CR,ADIABO,ADIABO,CALABAR,21,629,R,700000
5,CR,ADIM,ADIM,CALABAR,21,524,E,500000
104,CR,ADUM TOWN,ADUMTOWN,CALABAR,21,524,E,500000
6,CR,AFAFANYI,AFAFANYI,CALABAR,21,524,E,500000
7,CR,AGBA,AGBA,CALABAR,21,524,E,500000
8,CR,AGBIKOM,AGBIKOM,CALABAR,21,524,E,500000
9,CR,AGOI EKPO,AGOIEKPO,CALABAR,21,524,E,500000
10,CR,AGWAGUNA,AGWAGUNA,CALABAR,21,524,E,500000
11,CR,AJASSOR,AJASSOR,CALABAR,21,524,E,500000
12,CR,AJIDINKPOR,AJIDINKPOR,CALABAR,21,524,E,500000
105,CR,AKAMKPA,AKAMKPA,CALABAR,21,524,E,500000
13,CR,AKIM AKIM,AKIMAKIM,CALABAR,21,524,E,500000
14,CR,AKPAP OKOYONG,AKPAPOKOYONG,CALABAR,21,524,E,500000
15,CR,AKPARABONG,AKPARABONG,CALABAR,21,524,E,500000
106,CR,AKPET,AKPET,CALABAR,21,524,E,500000
16,CR,AKPET CENTRAL,AKPETCENTRAL,CALABAR,21,524,E,500000
17,CR,AKWA IKOT EFFANGA,AKWAIKOTEFFANGA,CALABAR,21,524,E,500000
18,CR,ANINGEJE,ANINGEJE,CALABAR,21,524,E,500000
19,CR,APIAPUM,APIAPUM,CALABAR,21,524,E,500000
20,CR,ARAGBAN,ARAGBAN,CALABAR,21,524,E,500000
21,CR,ASSIGA,ASSIGA,CALABAR,21,524,E,500000
22,CR,ATAN ONOYOM,ATANONOYOM,CALABAR,21,524,E,500000
23,CR,AWI,AWI,CALABAR,21,524,E,500000
108,CR,AYIP EKU PALM PLANTATION,AYIPEKUPALMPLANTATION,CALABAR,21,524,E,500000
24,CR,AZARE,AZARE,CALABAR,21,524,E,500000
132,CR,BAKASSI,BAKASSI,CALABAR,21,629,R,700000
109,CR,BANSARA,BANSARA,CALABAR,21,524,E,500000
110,CR,BATERIKO,BATERIKO,CALABAR,21,524,E,500000
111,CR,BENDEGHE-EKIEM,BENDEGHEEKIEM,CALABAR,21,524,E,500000
112,CR,BIAKPAN,BIAKPAN,CALABAR,21,524,E,500000
25,CR,BOGORO,BOGORO,CALABAR,21,524,E,500000
133,CR,BOJE,BOJE,CALABAR,21,629,R,700000
26,CR,BUSI,BUSI,CALABAR,21,524,E,500000
113,CR,CREEK TOWN,CREEKTOWN,CALABAR,21,524,E,500000
27,CR,ECHUMOFANA,ECHUMOFANA,CALABAR,21,524,E,500000
29,CR,EDOR,EDOR,CALABAR,21,524,E,500000
136,CR,EKORI,EKORI,CALABAR,21,629,R,700000
31,CR,EKPRI IKANG,EKPRIIKANG,CALABAR,21,524,E,500000
32,CR,EKPRI OBIO ABAKPA,EKPRIOBIOABAKPA,CALABAR,21,524,E,500000
33,CR,EKUMTAK,EKUMTAK,CALABAR,21,524,E,500000
137,CR,EKUREKU,EKUREKU,CALABAR,21,629,R,700000
34,CR,EMANGHABE,EMANGHABE,CALABAR,21,524,E,500000
35,CR,ESIGHI,ESIGHI,CALABAR,21,524,E,500000
36,CR,ETOMI,ETOMI,CALABAR,21,524,E,500000
37,CR,ETONO CENTRAL,ETONOCENTRAL,CALABAR,21,524,E,500000
38,CR,GAKEM,GAKEM,CALABAR,21,524,E,500000
39,CR,GANJUAA,GANJUAA,CALABAR,21,524,E,500000
40,CR,IBIJAKARA,IBIJAKARA,CALABAR,21,524,E,500000
41,CR,IBIL,IBIL,CALABAR,21,524,E,500000
42,CR,IDOMI,IDOMI,CALABAR,21,524,E,500000
43,CR,IDUNDU,IDUNDU,CALABAR,21,524,E,500000
44,CR,IFIANG AYONG,IFIANGAYONG,CALABAR,21,524,E,500000
45,CR,IFIANG NSUNG,IFIANGNSUNG,CALABAR,21,524,E,500000
138,CR,IGBO IMABANA,IGBOIMABANA,CALABAR,21,629,R,700000
46,CR,IJIBOR,IJIBOR,CALABAR,21,524,E,500000
47,CR,IKANG,IKANG,CALABAR,21,524,E,500000
48,CR,IKO EUPEREM,IKOEUPEREM,CALABAR,21,524,E,500000
139,CR,IKOM,IKOM,CALABAR,21,629,R,700000
49,CR,IKOT ASUQUO AFFIONG AYE,IKOTASUQUOAFFIONGAYE,CALABAR,21,524,E,500000
50,CR,IKOT EDM ODO,IKOTEDMODO,CALABAR,21,524,E,500000
51,CR,IKOT ENE,IKOTENE,CALABAR,21,524,E,500000
52,CR,IKOT OFFIONG AMBAI,IKOTOFFIONGAMBAI,CALABAR,21,524,E,500000
53,CR,IKOT OFFIONG OTOP,IKOTOFFIONGOTOP,CALABAR,21,524,E,500000
54,CR,IKOT OKPORA,IKOTOKPORA,CALABAR,21,524,E,500000
55,CR,INE ABASI,INEABASI,CALABAR,21,524,E,500000
56,CR,IPUOLE EBO,IPUOLEEBO,CALABAR,21,524,E,500000
57,CR,ISOBENDEGHE,ISOBENDEGHE,CALABAR,21,524,E,500000
58,CR,ITAKA,ITAKA,CALABAR,21,524,E,500000
114,CR,ITIGIDI,ITIGIDI,CALABAR,21,524,E,500000
59,CR,IWURU,IWURU,CALABAR,21,524,E,500000
60,CR,KAKWAGOM,KAKWAGOM,CALABAR,21,524,E,500000
116,CR,KAKWAGON,KAKWAGON,CALABAR,21,524,E,500000
61,CR,KETABEBE,KETABEBE,CALABAR,21,524,E,500000
62,CR,KIRFI,KIRFI,CALABAR,21,524,E,500000
63,CR,MBARAKOM,MBARAKOM,CALABAR,21,524,E,500000
64,CR,MBOTI,MBOTI,CALABAR,21,524,E,500000
118,CR,MFAMOSINE,MFAMOSINE,CALABAR,21,524,E,500000
65,CR,MFAMOSING,MFAMOSING,CALABAR,21,524,E,500000
67,CR,MMA EFA,MMAEFA,CALABAR,21,524,E,500000
68,CR,NDE,NDE,CALABAR,21,524,E,500000
119,CR,NETIM,NETIM,CALABAR,21,524,E,500000
69,CR,NKAKAT EYAMBA,NKAKATEYAMBA,CALABAR,21,524,E,500000
120,CR,NKO,NKO,CALABAR,21,524,E,500000
70,CR,NSADOP,NSADOP,CALABAR,21,524,E,500000
71,CR,NWANG,NWANG,CALABAR,21,524,E,500000
72,CR,NYANYA,NYANYA,CALABAR,21,524,E,500000
73,CR,OBA,OBA,CALABAR,21,524,E,500000
141,CR,OBUBRA,OBUBRA,CALABAR,21,629,R,700000
142,CR,OBUDU,OBUDU,CALABAR,21,629,R,700000
143,CR,OBUDU CATTLE RANCH,OBUDUCATTLERANCH,CALABAR,21,629,R,700000
74,CR,OBUTONG,OBUTONG,CALABAR,21,524,E,500000
75,CR,OCHAGBE,OCHAGBE,CALABAR,21,524,E,500000
76,CR,OCHON,OCHON,CALABAR,21,524,E,500000
121,CR,ODUKPANI,ODUKPANI,CALABAR,21,524,E,500000
77,CR,OFODUA,OFODUA,CALABAR,21,524,E,500000
78,CR,OFONBONGHA,OFONBONGHA,CALABAR,21,524,E,500000
144,CR,OGOJA,OGOJA,CALABAR,21,629,R,700000
79,CR,OKOYONG USANG ABASI,OKOYONGUSANGABASI,CALABAR,21,524,E,500000
80,CR,OKPECHE,OKPECHE,CALABAR,21,524,E,500000
123,CR,OKUKU,OKUKU,CALABAR,21,524,E,500000
81,CR,OKUKU CALABAR,OKUKUCALABAR,CALABAR,21,524,E,500000
82,CR,OKUNDI,OKUNDI,CALABAR,21,524,E,500000
83,CR,OKUNI,OKUNI,CALABAR,21,524,E,500000
124,CR,OKURIKANG,OKURIKANG,CALABAR,21,524,E,500000
84,CR,OLACHOR,OLACHOR,CALABAR,21,524,E,500000
125,CR,OOKPOMA,OOKPOMA,CALABAR,21,524,E,500000
85,CR,OYADAMA,OYADAMA,CALABAR,21,524,E,500000
86,CR,SANKWALA,SANKWALA,CALABAR,21,524,E,500000
87,CR,SHIKPECHE,SHIKPECHE,CALABAR,21,524,E,500000
88,CR,UGAGA,UGAGA,CALABAR,21,524,E,500000
145,CR,UGEP,UGEP,CALABAR,21,629,R,700000
89,CR,UKPA,UKPA,CALABAR,21,524,E,500000
90,CR,UKPE,UKPE,CALABAR,21,524,E,500000
91,CR,UKWA,UKWA,CALABAR,21,524,E,500000
127,CR,USUMUTONG,USUMUTONG,CALABAR,21,524,E,500000
92,CR,UTANGA,UTANGA,CALABAR,21,524,E,500000
93,CR,UTUHU,UTUHU,CALABAR,21,524,E,500000
94,CR,UTUKPURU,UTUKPURU,CALABAR,21,524,E,500000
128,CR,WANAKOM,WANAKOM,CALABAR,21,524,E,500000
96,CR,WARJI,WARJI,CALABAR,21,524,E,500000
97,CR,WONYE,WONYE,CALABAR,21,524,E,500000
98,CR,WULA,WULA,CALABAR,21,524,E,500000
147,CR,YAHE,YAHE,CALABAR,21,629,R,700000
2053,DE,ABALA-IZAH,ABALAIZAH,WARRI,21,629,R,700000
1921,DE,ABBI,ABBI,WARRI,21,524,E,500000
1922,DE,ABEDEI,ABEDEI,WARRI,21,524,E,500000
1923,DE,ABOH,ABOH,WARRI,21,524,E,500000
1924,DE,ABRAKA,ABRAKA,WARRI,21,524,E,500000
1925,DE,ADEJE,ADEJE,WARRI,21,524,E,500000
1926,DE,AFIESERE TOWN,AFIESERETOWN,WARRI,21,524,E,500000
1927,DE,AGBARHO,AGBARHO,WARRI,21,524,E,500000
1928,DE,AGBARHO-OTOR,AGBARHOOTOR,WARRI,21,524,E,500000
1929,DE,AGBOR ALIADIMA,AGBORALIADIMA,WARRI,21,524,E,500000
1930,DE,AGBOR-NTAH,AGBORNTAH,WARRI,21,524,E,500000
1931,DE,AJAGBODUDU,AJAGBODUDU,WARRI,21,524,E,500000
1932,DE,AKOKU,AKOKU,WARRI,21,524,E,500000
1933,DE,AKUMANZI-UMUORA,AKUMANZIUMUORA,WARRI,21,524,E,500000
1934,DE,ALISIUINA,ALISIUINA,WARRI,21,524,E,500000
1935,DE,AMAI,AMAI,WARRI,21,524,E,500000
1936,DE,ANYALA-OBINA,ANYALAOBINA,WARRI,21,524,E,500000
1937,DE,ARADHE,ARADHE,WARRI,21,524,E,500000
1938,DE,ARAGBA,ARAGBA,WARRI,21,524,E,500000
2054,DE,ASHAKA WARRI,ASHAKAWARRI,WARRI,21,629,R,700000
2055,DE,ASHAMA,ASHAMA,WARRI,21,629,R,700000
1939,DE,ATIAVWANERI,ATIAVWANERI,WARRI,21,524,E,500000
1940,DE,ATIME-IGAJ,ATIMEIGAJ,WARRI,21,524,E,500000
1941,DE,AYAKOROMO,AYAKOROMO,WARRI,21,524,E,500000
1942,DE,BOMADI,BOMADI,WARRI,21,524,E,500000
1943,DE,BURUTU,BURUTU,WARRI,21,524,E,500000
1944,DE,EJEME-UNOR,EJEMEUNOR,WARRI,21,524,E,500000
1945,DE,EMEDE,EMEDE,WARRI,21,524,E,500000
1946,DE,EME-UNOR,EMEUNOR,WARRI,21,524,E,500000
1947,DE,ENHWE,ENHWE,WARRI,21,524,E,500000
1948,DE,ERUEMUKOWHARIAN,ERUEMUKOWHARIAN,WARRI,21,524,E,500000
1949,DE,ESCRAVOS,ESCRAVOS,WARRI,21,524,E,500000
1951,DE,ETUA,ETUA,WARRI,21,524,E,500000
1952,DE,EUN,EUN,WARRI,21,524,E,500000
1953,DE,EVRENI,EVRENI,WARRI,21,524,E,500000
1954,DE,FORCADOS,FORCADOS,WARRI,21,524,E,500000
1956,DE,FUPRE - 0KPE,FUPRE0KPE,WARRI,21,524,E,500000
1957,DE,GANGANA,GANGANA,WARRI,21,524,E,500000
1958,DE,IBEDEM,IBEDEM,WARRI,21,524,E,500000
1959,DE,IBREDE,IBREDE,WARRI,21,524,E,500000
1960,DE,IDUMEJE-UNOR,IDUMEJEUNOR,WARRI,21,524,E,500000
1961,DE,IDUMIOGO,IDUMIOGO,WARRI,21,524,E,500000
1962,DE,IDUNUJE-UNOR,IDUNUJEUNOR,WARRI,21,524,E,500000
1963,DE,IGBIDE,IGBIDE,WARRI,21,524,E,500000
1964,DE,IKPIDIAMA,IKPIDIAMA,WARRI,21,524,E,500000
1965,DE,IKWOLE,IKWOLE,WARRI,21,524,E,500000
1966,DE,ILUOLOGBO S.O.,ILUOLOGBOSO,WARRI,21,524,E,500000
1967,DE,IRRI,IRRI,WARRI,21,524,E,500000
1968,DE,ISIOKOLO,ISIOKOLO,WARRI,21,524,E,500000
1969,DE,ISSELLE-ASAGBA,ISSELLEASAGBA,WARRI,21,524,E,500000
1970,DE,JEDDO,JEDDO,WARRI,21,524,E,500000
1971,DE,KAGBODO,KAGBODO,WARRI,21,524,E,500000
